True Area (Ft2),Length (Ft),Quantity,Severity Numeric,Distress Density,Log Quantity,PCI
-0.3491664285839858,-0.4368447302199027,1.2929325401056515,-0.7781494189291582,0.7400261801850052,1.3184690992151884,54
-0.3491664285839858,-0.4368447302199027,1.7936061612961385,0.8098306112303316,1.055076131554795,1.4422395129716379,54
-0.3491664285839858,-0.4368447302199027,-0.2399449482310287,0.8098306112303316,-0.22454027132488777,0.5293254963693655,54
-0.3491664285839858,-0.4368447302199027,-0.7356416944593837,-0.7781494189291582,-0.5364585134365285,-2.3461291020831405,54
-0.3491664285839858,-0.4368447302199027,-0.7326555694821044,-0.7781494189291582,-0.5345794878816391,-1.9566965781691814,54
-0.06083395814840573,0.11489928139350829,1.4083960392271155,0.8098306112303316,0.3671194324369227,1.3495263407104754,56
-0.06083395814840573,0.11489928139350829,-0.6132105703909345,2.3978106413898215,-0.4852511652765744,-0.24618531838519103,56
-0.06083395814840573,0.11489928139350829,-0.648048695125859,-0.7781494189291582,-0.4999399741982742,-0.42901815720164566,56
-0.06083395814840573,0.11489928139350829,-0.6380949452015949,-0.7781494189291582,-0.4957431716492171,-0.3704409465670236,56
-0.06083395814840573,0.11489928139350829,1.4083960392271155,0.8098306112303316,0.3671194324369227,1.3495263407104754,56
-0.06083395814840573,0.11489928139350829,-0.6679561949743874,-0.7781494189291582,-0.5083335792963884,-0.5684535068666511,56
-0.06083395814840573,0.11489928139350829,-0.5584649458074816,-0.7781494189291582,-0.46216875125676027,-0.04268113627542042,56
0.1629702471224608,-0.04407005942257848,1.7985830362582707,-0.7781494189291582,0.3136052047098767,1.4433426595483352,83
0.1629702471224608,-0.04407005942257848,-0.6580024450501233,-0.7781494189291582,-0.5109822677253559,-0.4944212611886787,83
0.1629702471224608,-0.04407005942257848,-0.6181874453530666,-0.7781494189291582,-0.49761780301813985,-0.2689346759406078,83
0.1629702471224608,-0.04407005942257848,1.7985830362582707,-0.7781494189291582,0.3136052047098767,1.4433426595483352,83
0.1629702471224608,-0.04407005942257848,-0.648048695125859,-0.7781494189291582,-0.5076411515485519,-0.42901815720164566,83
-0.13773677951343058,-0.2961345539335553,1.7985830362582707,-0.7781494189291582,0.6348202831633488,1.4433426595483352,93
-0.13773677951343058,-0.2961345539335553,-0.6679561949743874,-0.7781494189291582,-0.5054987938347569,-0.5684535068666511,93
-0.13773677951343058,-0.2961345539335553,1.7985830362582707,-0.7781494189291582,0.6348202831633488,1.4433426595483352,93
0.6398952028254464,0.4396913154291732,0.6558925449527453,-0.7781494189291582,-0.21163232234533408,1.1070776377705862,60
0.6398952028254464,0.4396913154291732,-0.583349320618142,-0.7781494189291582,-0.5016096074304022,-0.1261924752280756,60
0.6398952028254464,0.4396913154291732,1.7985830362582707,-0.7781494189291582,0.05575235498611828,1.4433426595483352,60
0.6398952028254464,0.4396913154291732,-0.6729330699365195,-0.7781494189291582,-0.5225718208100456,-0.6094813916155049,60
0.6398952028254464,0.4396913154291732,-0.6380949452015949,-0.7781494189291582,-0.5144198489401842,-0.3704409465670236,60
0.6398952028254464,0.4396913154291732,-0.6132105703909345,-0.7781494189291582,-0.5085970118902834,-0.24618531838519103,60
0.6398952028254464,0.4396913154291732,1.699045537015629,-0.7781494189291582,0.03246100678651442,1.420857371034062,60
0.6398952028254464,0.4396913154291732,-0.6679561949743874,-0.7781494189291582,-0.5214072534000653,-0.5684535068666511,60
0.6398952028254464,0.4396913154291732,-0.6779099448986515,0.8098306112303316,-0.5237363882200258,-0.6537430390100905,60
0.6398952028254464,0.4396913154291732,-0.6380949452015949,0.8098306112303316,-0.5144198489401842,-0.3704409465670236,60
0.6398952028254464,0.4396913154291732,-0.707771194671444,-0.7781494189291582,-0.530723792679907,-1.034039875928775,60
0.6398952028254464,0.4396913154291732,-0.5883261955802741,-0.7781494189291582,-0.5027741748403823,-0.14449482230183022,60
0.6398952028254464,0.4396913154291732,1.768721786485478,-0.7781494189291582,0.04876495052623707,1.4366910541801803,60
-0.1626983306471058,-0.17931769934293548,-0.5385574459589534,-0.7781494189291582,-0.4426999297454767,0.016203321644016607,65
-0.1626983306471058,-0.17931769934293548,-0.6629793200122553,0.8098306112303316,-0.5020819718669213,-0.5302188682561572,65
-0.1626983306471058,-0.17931769934293548,-0.6878636948229157,-0.7781494189291582,-0.5139583802912103,-0.7543381314104974,65
-0.1626983306471058,-0.17931769934293548,1.7985830362582707,-0.7781494189291582,0.672732349463739,1.4433426595483352,65
-0.1626983306471058,-0.17931769934293548,1.7985830362582707,-0.7781494189291582,0.672732349463739,1.4433426595483352,65
-0.1626983306471058,-0.17931769934293548,-0.6629793200122553,-0.7781494189291582,-0.5020819718669213,-0.5302188682561572,65
-0.1626983306471058,-0.17931769934293548,-0.6380949452015949,0.8098306112303316,-0.4902055634426324,-0.3704409465670236,65
-0.1626983306471058,-0.17931769934293548,-0.6380949452015949,-0.7781494189291582,-0.4902055634426324,-0.3704409465670236,65
-0.3920259429773387,-0.43801593336932293,1.7985830362582707,-0.7781494189291582,1.1842507712913013,1.4433426595483352,70
-0.3920259429773387,-0.43801593336932293,-0.5883261955802741,-0.7781494189291582,-0.43633980967327973,-0.14449482230183022,70
-0.3920259429773387,-0.43801593336932293,-0.648048695125859,-0.7781494189291582,-0.47688836465988305,-0.42901815720164566,70
-0.3600008039696661,-0.5544379385736622,1.7985830362582707,-0.7781494189291582,1.0882944764050666,1.4433426595483352,95
-0.4515087882320541,-0.5440802131179193,1.7985830362582707,-0.7781494189291582,1.39623114111355,1.4433426595483352,95
-0.48433057248867384,-0.5421888345183296,1.7985830362582707,-0.7781494189291582,1.5371717501985223,1.4433426595483352,67
-0.48433057248867384,-0.5421888345183296,-0.6580024450501233,-0.7781494189291582,-0.4725657356848961,-0.4944212611886787,67
-0.48433057248867384,-0.5421888345183296,-0.5385574459589534,-0.7781494189291582,-0.3748475435025581,0.016203321644016607,67
0.7749531273636081,0.08950874517030907,-0.5883261955802741,-0.7781494189291582,-0.505534103009976,-0.14449482230183022,76
0.7749531273636081,0.08950874517030907,-0.6380949452015949,-0.7781494189291582,-0.5162598010532466,-0.3704409465670236,76
0.7749531273636081,0.08950874517030907,-0.7127480696335761,0.8098306112303316,-0.5323483481181527,-1.1328609461068557,76
0.7749531273636081,0.08950874517030907,1.7985830362582707,-0.7781494189291582,0.00887037514528757,1.4433426595483352,76
0.7749531273636081,0.08950874517030907,-0.6779099448986515,-0.7781494189291582,-0.5248403594878632,-0.6537430390100905,76
0.7749531273636081,0.08950874517030907,-0.7276786945199724,-0.7781494189291582,-0.535566057531134,-1.6161498624942847,76
0.7749531273636081,0.08950874517030907,1.7985830362582707,-0.7781494189291582,0.00887037514528757,1.4433426595483352,76
0.24523714649706266,0.28094267506155973,1.7985830362582707,-0.7781494189291582,0.2542502465037674,1.4433426595483352,95
0.24523714649706266,0.28094267506155973,1.7985830362582707,-0.7781494189291582,0.2542502465037674,1.4433426595483352,95
0.24523714649706266,0.28094267506155973,1.7985830362582707,-0.7781494189291582,0.2542502465037674,1.4433426595483352,95
-0.36446201736376976,-0.4069400335053492,1.7985830362582707,-0.7781494189291582,1.1010153925434447,1.4433426595483352,95
-0.42267023022016975,-0.47259907154994213,-0.6580024450501233,-0.7781494189291582,-0.48041076013766343,-0.4944212611886787,65
-0.42267023022016975,-0.47259907154994213,-0.6629793200122553,0.8098306112303316,-0.4839920374502963,-0.5302188682561572,65
-0.42267023022016975,-0.47259907154994213,1.7985830362582707,-0.7781494189291582,1.2873077213778836,1.4433426595483352,65
-0.42267023022016975,-0.47259907154994213,-0.5883261955802741,-0.7781494189291582,-0.4302728777608043,-0.14449482230183022,65
-0.45145567854879093,-0.5050835567020046,-0.6679561949743874,-0.7781494189291582,-0.48458675225625164,-0.5684535068666511,76
-0.45145567854879093,-0.5050835567020046,-0.6779099448986515,-0.7781494189291582,-0.4921759586681854,-0.6537430390100905,76
-0.45145567854879093,-0.5050835567020046,1.7985830362582707,-0.7781494189291582,1.3960185966209406,1.4433426595483352,76
-0.45145567854879093,-0.5050835567020046,-0.4390199467163118,-0.7781494189291582,-0.31003500478177454,0.2430742426202082,76
-0.4772138749314132,-0.5341594373665246,0.2577425479821791,-0.7781494189291582,0.26393947783334315,0.9181970293520312,62
-0.4772138749314132,-0.5341594373665246,1.7985830362582707,-0.7781494189291582,1.5048947226917504,1.4433426595483352,62
-0.4772138749314132,-0.5341594373665246,-0.5385574459589534,-0.7781494189291582,-0.37738106214516187,0.016203321644016607,62
-0.4772138749314132,-0.5341594373665246,-0.648048695125859,-0.7781494189291582,-0.4655626363922063,-0.42901815720164566,62
-0.6341529889739881,-0.7564138776874738,1.7985830362582707,-0.7781494189291582,2.5714966829501344,1.4433426595483352,76
-0.6341529889739881,-0.7564138776874738,-0.6629793200122553,-0.7781494189291582,-0.4461921268859639,-0.5302188682561572,76
-0.6341529889739881,-0.7564138776874738,-0.6181874453530666,-0.7781494189291582,-0.3912806847336693,-0.2689346759406078,76
-0.5624018068854877,-0.6862233126145348,-0.6629793200122553,-0.7781494189291582,-0.4638301103257523,-0.5302188682561572,91
-0.5624018068854877,-0.6862233126145348,1.7985830362582707,-0.7781494189291582,1.9722755922223902,1.4433426595483352,91
-0.40328519582912414,-0.4935648478306531,-0.6380949452015949,-0.7781494189291582,-0.4686984156664866,-0.3704409465670236,59
-0.40328519582912414,-0.4935648478306531,1.7985830362582707,0.8098306112303316,1.2207344747999351,1.4433426595483352,59
-0.40328519582912414,-0.4935648478306531,1.699045537015629,-0.7781494189291582,1.1517216933266337,1.420857371034062,59
-0.3808197998088165,-0.47002225322257224,1.699045537015629,0.8098306112303316,1.0831983341678173,1.420857371034062,69
-0.3808197998088165,-0.47002225322257224,-0.6380949452015949,-0.7781494189291582,-0.47149757249486957,-0.3704409465670236,69
-0.3808197998088165,-0.47002225322257224,1.452192538893878,-0.7781494189291582,0.9189885450484193,1.3608716662525355,69
-0.3023767976291606,-0.43200289141220766,1.7289067867884214,-0.7781494189291582,0.8995160890548677,1.4276979470681486,54
-0.3023767976291606,-0.43200289141220766,-0.7177249445957081,2.3978106413898215,-0.5261112997532292,-1.252853789263971,54
-0.3023767976291606,-0.43200289141220766,-0.6878636948229157,0.8098306112303316,-0.5087114536733907,-0.7543381314104974,54
-0.3023767976291606,-0.43200289141220766,-0.6132105703909345,-0.7781494189291582,-0.46521183847379455,-0.24618531838519103,54
-0.3023767976291606,-0.43200289141220766,-0.6878636948229157,-0.7781494189291582,-0.5087114536733907,-0.7543381314104974,54
-0.3023767976291606,-0.43200289141220766,-0.6779099448986515,-0.7781494189291582,-0.5029115049801113,-0.6537430390100905,54
-0.533403919823814,-0.5597914959668948,-0.48878869633763256,-0.7781494189291582,-0.3092365109890949,0.1410132766571417,48
-0.533403919823814,-0.5597914959668948,-0.6878636948229157,-0.7781494189291582,-0.4920162599096495,-0.7543381314104974,48
-0.533403919823814,-0.5597914959668948,-0.6629793200122553,0.8098306112303316,-0.4691687912945801,-0.5302188682561572,48
-0.533403919823814,-0.5597914959668948,1.3546457896360893,-0.7781494189291582,1.3833039640152405,1.335281940161332,48
-0.533403919823814,-0.5597914959668948,-0.5883261955802741,-0.7781494189291582,-0.4006263854493722,-0.14449482230183022,48
-0.48167508832551686,-0.5391542244611812,-0.5385574459589534,0.8098306112303316,-0.37580219563407763,0.016203321644016607,54
-0.48167508832551686,-0.5391542244611812,1.7985830362582707,-0.7781494189291582,1.5250094820429634,1.4433426595483352,54
-0.48491477900456836,-0.5428417004024716,-0.5684186957317459,0.8098306112303316,-0.3990972857668806,-0.07461202215443449,56
-0.48491477900456836,-0.5428417004024716,1.7985830362582707,-0.7781494189291582,1.5398667215553203,1.4433426595483352,56
-0.4861363017196205,-0.5441908230417942,-0.6580024450501233,-0.7781494189291582,-0.4723034877936498,-0.4944212611886787,78
-0.4861363017196205,-0.5441908230417942,-0.6779099448986515,-0.7781494189291582,-0.48865541513018435,-0.6537430390100905,78
-0.4861363017196205,-0.5441908230417942,1.7985830362582707,-0.7781494189291582,1.5455243455347172,1.4433426595483352,78
-0.4261754693155369,-0.4765538293617879,-0.6779099448986515,-0.7781494189291582,-0.49443964258593814,-0.6537430390100905,50
-0.4261754693155369,-0.4765538293617879,-0.6380949452015949,0.8098306112303316,-0.46559193955003825,-0.3704409465670236,50
-0.4261754693155369,-0.4765538293617879,-0.6878636948229157,0.8098306112303316,-0.5016515683449132,-0.7543381314104974,50
-0.4261754693155369,-0.4765538293617879,1.699045537015629,-0.7781494189291582,1.2277682286572895,1.420857371034062,50
-0.4261754693155369,-0.4765538293617879,-0.7356416944593837,-0.7781494189291582,-0.5362688119879931,-2.3461291020831405,50
-0.4261754693155369,-0.4765538293617879,-0.6779099448986515,-0.7781494189291582,-0.49443964258593814,-0.6537430390100905,50
-0.43621319945227016,-0.4878873552543768,-0.648048695125859,-0.7781494189291582,-0.47149686704393584,-0.42901815720164566,56
